ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,label
-0.51,-0.78,-2.48,-17.37,-105.81,21.94,0.42,-1.47,-5.13,-24.81,-24.25,-10.81,-1.15,-0.59,-7.6,23.56,340.19,-36.81,-12.3,-9.35,-7.15,-189.75,445.5,110.56,-1.68,-1.85,5.54,70.94,51.31,-14.19,-0.44,0.51,2.1,4.0,-14.31,-21.75,-0.37,0.44,-1.09,18.12,-7.81,7.87,-0.48,0.24,-0.41,13.62,-11.12,-0.13,0.02,0.0,-0.27,3.25,4.94,9.81,-0.06,-0.13,-0.04,3.69,12.44,-7.37,-0.33,-0.12,0.08,3.19,15.88,-5.12,-0.43,0.54,0.0,15.38,16.31,-7.75,-0.26,0.02,0.08,7.19,15.25,-8.5,-0.04,0.3,0.04,9.44,16.06,-11.44,-0.12,-0.19,0.19,11.75,15.5,-7.44,downSwap
0.26,0.53,0.18,-21.25,0.44,-4.44,2.34,1.05,-0.43,28.75,32.75,44.0,3.14,4.38,7.54,-54.56,174.56,135.56,-9.09,-0.21,6.29,-241.31,-123.75,50.5,-19.63,-1.88,-14.03,150.94,-366.0,-37.56,-11.67,-4.67,-13.17,221.31,-276.5,-305.12,-3.48,7.52,-11.05,153.62,-130.12,-347.12,3.93,13.16,-1.04,30.88,-18.94,-60.94,0.37,1.26,-0.22,-49.5,23.87,76.31,-1.27,-3.07,-0.48,-26.69,28.44,53.63,-0.61,-1.25,0.02,-0.88,23.87,7.5,0.07,0.47,-0.5,-35.5,42.06,11.44,-0.28,0.3,0.48,-86.69,60.19,34.25,0.31,0.22,-0.02,-95.62,57.88,46.69,-0.59,0.04,0.18,-78.37,62.25,44.69,rigtArc
3.28,0.41,0.47,-5.75,94.5,59.88,-0.27,2.2,7.09,-106.63,204.19,122.13,-11.48,-7.73,7.35,-70.12,-172.19,-43.81,-13.14,-8.05,-6.15,404.69,-524.44,74.19,-4.51,-3.49,-8.27,91.0,-335.88,-193.31,3.66,5.79,-6.22,-10.56,-107.44,-173.94,3.29,6.32,-2.67,-22.75,-18.37,-12.19,-0.45,0.09,-0.42,-26.0,31.56,53.0,-0.54,-1.15,-0.07,-24.12,41.31,42.75,-0.63,-0.19,-0.59,-98.69,61.69,40.25,-0.56,0.5,-0.1,-142.5,99.06,45.81,-0.97,0.55,0.38,-156.12,110.88,47.81,-0.75,-0.95,0.04,-156.12,115.5,40.94,-1.37,0.56,0.15,-65.37,99.56,26.69,-0.77,-0.29,0.88,-19.75,49.63,25.94,rigtArc
1.05,1.49,3.45,-110.06,110.75,58.81,-5.34,0.32,9.79,-100.5,64.5,89.37,-10.9,-5.95,-4.63,127.0,-295.88,-131.0,-10.04,-9.53,-8.79,60.88,-343.37,-223.94,-1.48,3.91,-7.55,-87.0,-33.0,-359.12,1.29,11.7,-0.72,68.31,37.5,-111.62,0.55,4.02,1.71,-47.06,5.37,43.69,-1.04,0.25,-0.51,-19.87,-13.13,91.63,-0.79,-0.22,-0.89,-42.94,5.81,93.75,-1.61,0.2,-1.35,-45.56,26.56,84.31,-1.29,-0.16,-0.62,-60.69,44.19,75.81,-0.95,-0.07,-1.09,-52.62,46.19,68.12,-0.77,-0.29,-0.63,-26.19,67.06,60.88,-0.74,-0.75,0.16,-41.69,87.31,38.31,-1.6,-0.65,2.38,-71.62,67.69,6.37,rigtArc
2.49,2.1,4.09,-90.0,70.62,40.06,-2.86,-1.77,6.1,-134.19,75.31,136.06,-9.72,-7.02,-0.17,97.0,-214.0,-115.19,-10.23,-4.38,-8.51,113.56,-381.38,-203.25,-3.71,5.99,-12.32,192.56,-68.25,-345.12,-0.44,12.8,0.79,124.87,4.62,-180.37,1.89,7.46,0.78,24.94,-15.25,39.38,-1.03,-0.1,-1.02,-79.87,16.56,107.63,-1.56,-1.17,-1.83,-68.87,33.31,94.56,-0.83,-0.37,-0.52,-51.31,40.38,80.5,-0.8,0.33,0.22,-115.31,54.06,62.25,-0.63,-0.48,-0.85,-56.69,54.81,56.37,-0.02,-1.65,-1.6,-61.5,69.69,43.25,-0.67,0.19,-0.58,-50.56,85.94,23.44,-0.83,-0.57,0.89,-5.25,51.31,11.88,rigtArc
0.77,0.96,2.87,-219.44,108.37,137.06,-3.77,-7.28,5.56,-59.25,49.13,224.81,-10.99,-3.88,-3.76,163.12,-300.31,-126.25,-13.68,-6.89,-9.76,121.31,-404.19,-201.37,-0.78,-0.85,-7.82,14.13,-131.56,-290.38,1.81,7.23,-2.16,-27.81,-10.5,-194.37,2.24,5.27,-0.11,8.06,-1.12,11.44,-0.28,0.1,0.06,-20.19,14.56,57.62,-0.75,-1.19,-0.14,-29.31,19.62,58.56,-0.44,0.14,0.0,-47.06,31.87,46.25,-0.02,-0.23,-0.03,-84.25,39.63,43.63,-0.39,0.24,-0.07,-105.06,37.06,49.19,-0.43,-0.3,0.43,-53.13,24.81,53.38,-0.15,0.46,0.1,-45.81,29.94,48.87,-0.54,0.12,-0.43,-109.69,41.06,43.56,rigtArc
0.85,1.03,0.7,-42.81,36.13,77.87,0.42,-3.54,4.83,54.5,54.44,143.94,-4.58,-2.12,5.35,93.06,-144.25,-20.5,-9.74,-3.18,-6.32,234.81,-380.25,-28.94,-7.23,-5.48,-4.33,198.31,-319.56,-31.0,-2.22,-1.1,-5.14,21.31,-204.13,-184.19,3.58,6.32,-3.22,-53.87,-101.19,-138.44,2.41,4.21,-1.45,-19.31,-25.62,-5.62,0.29,0.04,-0.08,-31.75,9.81,40.19,-0.17,0.15,-0.07,-39.31,27.31,47.19,-0.14,1.55,-1.05,-61.81,61.63,67.69,-0.42,0.04,-0.49,-105.37,91.81,89.94,-0.3,-1.24,-0.77,-103.94,75.87,90.56,-0.4,-1.67,-0.96,-102.62,62.44,69.81,-0.8,0.79,-0.16,-98.69,77.62,38.94,rigtArc
0.64,-0.13,0.56,-135.44,71.87,66.06,-1.36,-1.91,4.98,-44.75,41.63,110.75,-8.12,-5.0,1.0,142.44,-217.5,-113.44,-11.9,-3.49,-10.36,311.94,-447.37,-130.87,-0.5,-7.75,-7.4,154.69,-219.69,-183.44,0.77,0.69,-3.2,-86.69,-65.25,-161.88,1.37,2.25,-1.38,92.56,-59.75,-108.69,1.12,3.56,-0.83,20.12,-19.25,-47.19,0.65,1.87,0.58,-18.62,18.69,23.5,-0.08,-0.19,0.75,-32.38,23.62,43.56,-0.16,-1.08,0.66,-48.81,26.87,45.44,0.08,0.67,0.31,-59.69,39.88,45.88,-0.03,0.26,-0.16,-81.5,50.69,55.56,-0.26,-0.01,-0.51,-135.44,63.87,59.69,-1.06,-0.8,-0.59,-163.81,67.87,65.69,rigtArc
0.45,0.11,-0.34,-25.06,18.75,23.25,1.54,-0.04,1.28,-33.13,53.69,60.63,0.85,-1.11,1.96,-27.19,114.5,74.5,-7.79,-4.99,4.52,89.62,-158.0,-55.81,-11.19,-3.98,-6.51,315.75,-401.94,-17.44,-7.24,-5.01,-4.97,137.69,-288.87,-59.81,-2.79,-0.24,-7.96,88.81,-219.13,-260.69,1.42,9.77,-7.5,-14.38,-115.94,-153.0,2.38,4.63,-2.33,-5.87,16.37,26.12,0.05,-0.67,0.5,-33.88,44.31,45.31,-0.3,-1.14,1.03,-10.06,26.25,21.81,0.01,0.02,0.54,-4.94,21.81,15.13,0.19,0.8,0.34,-16.19,31.94,27.19,-0.12,1.06,-0.14,-65.56,47.38,42.19,-0.41,0.13,-0.51,-131.06,71.0,53.44,rigtArc
1.75,1.6,0.53,19.25,8.56,25.5,0.21,-1.25,4.12,-150.44,54.81,111.62,-10.44,-12.84,3.81,117.0,-201.62,-126.56,-16.16,-7.28,-14.12,596.94,-460.81,-116.0,-9.04,-2.56,-10.17,229.44,-260.38,-194.81,2.24,3.1,-5.98,-4.62,-89.87,-131.37,3.03,5.69,-2.38,-10.88,-12.63,-24.06,0.6,0.88,-0.54,-36.0,32.88,38.25,-0.53,-1.13,-0.06,-36.25,42.81,45.0,0.16,-0.09,0.78,4.56,36.5,31.37,0.57,0.73,0.57,-3.62,23.12,25.88,0.29,0.18,0.28,-69.0,36.81,27.87,0.22,0.41,-0.56,-138.06,49.19,35.56,-0.23,-0.03,-0.4,-123.87,53.75,54.38,-0.05,0.16,-0.73,-103.81,68.94,62.0,rigtArc
1.28,1.99,0.9,-54.81,67.25,58.87,-2.0,-1.6,3.91,-106.56,82.62,94.69,-9.79,-8.18,1.88,246.25,-253.88,-121.62,-7.74,-0.96,-7.81,416.88,-513.81,-22.87,-6.02,-2.77,-6.56,291.12,-242.25,-221.31,1.77,4.22,-5.72,-52.69,-122.13,-146.25,2.73,5.66,-2.75,-14.69,-8.13,-15.69,0.1,0.59,0.11,-33.13,34.56,35.25,-0.38,-0.42,0.27,-14.75,30.69,33.94,-0.62,0.39,-0.55,-85.25,48.06,42.94,-0.15,0.63,-1.08,-117.13,66.06,57.81,-0.45,0.2,-0.68,-139.31,71.5,74.75,-1.03,-0.07,-0.21,-143.25,65.87,78.12,-1.35,-0.08,-0.15,-114.75,70.37,72.31,-1.22,-0.44,0.07,-132.69,66.31,61.5,rigtArc
2.64,2.8,1.03,-51.0,-30.31,24.87,1.33,3.73,-2.1,-41.25,-23.19,92.62,-2.61,-0.19,-0.24,-155.5,67.06,139.94,-10.1,-16.13,5.28,-156.87,-55.88,-101.12,-8.02,4.67,-5.33,4.25,-155.56,-358.94,-2.18,20.28,-16.71,89.19,-38.81,-129.56,-9.35,7.67,-8.06,93.56,379.38,273.69,-14.72,-7.08,13.97,4.75,261.87,198.06,-9.07,-9.87,8.97,57.06,-67.19,-81.37,-7.72,-7.97,-4.4,94.25,-130.25,-378.06,0.58,17.42,-7.29,84.75,-59.88,-61.81,0.46,-2.53,0.32,16.94,-0.25,62.75,-0.14,-2.4,0.79,-31.19,0.62,21.5,-0.28,-0.4,-0.05,-2.69,-3.5,9.56,-0.36,0.47,0.03,14.38,-1.87,8.63,z
1.62,1.75,-0.59,4.44,30.69,37.19,-0.05,-2.55,2.09,-37.38,53.5,39.44,-9.64,-14.31,3.75,-31.62,-71.94,-239.44,-1.72,14.9,-9.2,35.81,-113.37,-340.0,-0.93,10.26,-13.6,49.13,88.81,69.0,-8.15,3.94,4.74,14.38,382.56,183.62,-9.11,-8.87,13.9,-4.31,82.19,74.0,-8.75,-8.32,4.7,3.44,-117.94,-135.94,-2.86,3.82,-2.42,-6.69,-155.06,-294.62,-0.78,6.06,-5.64,-18.81,-48.81,-18.31,0.23,-1.91,-2.19,-1.62,-13.38,12.37,-0.89,0.72,-0.77,45.0,30.5,16.69,-0.9,1.25,-0.12,36.25,53.75,26.25,-0.38,0.67,0.53,3.12,62.25,28.69,0.71,-0.7,0.44,28.56,42.81,24.75,z
1.92,5.03,-0.5,-19.56,-34.5,75.69,-1.44,3.97,-0.87,-6.0,-23.94,172.13,-5.84,-4.66,0.29,-117.75,102.69,177.19,-10.61,-19.03,4.24,-101.69,-38.06,-177.0,-6.84,10.52,-6.96,-36.69,-132.75,-379.44,3.1,19.11,-15.24,45.25,-41.69,-70.81,-11.47,5.82,-1.68,-55.5,418.19,281.5,-9.57,-10.51,16.56,63.69,123.62,96.56,-10.68,-7.72,7.77,5.87,-134.94,-221.25,-0.5,13.55,-4.79,-1.31,-146.37,-274.0,0.91,5.27,-5.37,-36.88,-29.75,41.75,0.16,-1.04,-0.81,49.94,-2.19,47.94,-1.07,-1.72,0.29,37.38,23.87,5.56,-0.52,-0.45,-0.32,19.44,28.75,-7.94,-0.08,0.35,0.04,6.81,33.63,-8.5,z
3.01,3.35,1.42,-56.56,-3.62,44.44,3.21,6.6,1.76,-64.5,-43.19,150.38,-5.38,3.67,-1.14,-90.25,-15.38,200.81,-10.12,-9.65,1.59,-181.19,34.06,52.88,-13.17,-8.1,0.04,23.38,-69.62,-281.75,-3.54,20.34,-11.09,112.75,-93.25,-342.69,-1.62,11.52,-12.95,195.31,254.31,205.5,-10.67,-10.53,11.52,2.75,290.0,178.06,-8.33,-12.7,9.61,76.37,-76.12,-170.38,-8.6,0.85,-2.77,83.62,-189.25,-359.31,3.72,19.64,-9.67,6.62,-74.94,-126.44,-0.03,-0.15,-2.98,35.5,9.13,76.5,-1.66,-0.47,0.53,-9.63,51.88,63.94,-1.12,-2.33,0.83,-14.94,38.69,37.25,-0.4,-0.22,0.91,-15.19,41.69,25.69,z
1.49,1.54,5.33,-4.62,-82.06,54.88,-1.07,3.04,-1.03,-32.31,-153.44,132.81,-6.79,-2.29,-3.96,-123.87,84.13,213.37,-7.49,-18.17,3.42,-95.5,-38.94,-135.5,0.65,14.41,-7.5,114.5,-129.19,-283.0,3.32,9.49,-12.81,32.56,102.31,91.06,-8.56,-2.17,4.21,-113.25,317.62,139.94,-8.17,-8.59,10.25,12.94,-39.19,-73.69,-4.32,2.73,-1.81,-1.94,-157.62,-266.94,1.11,14.85,-6.84,81.69,-29.56,-18.87,-0.75,-3.42,-1.8,81.75,15.38,56.13,-1.22,-1.61,0.32,9.5,56.69,20.44,-1.17,0.34,0.08,21.75,63.69,-4.0,0.18,-0.71,0.45,29.19,40.5,-4.12,0.16,1.53,0.65,-56.25,39.63,14.38,z
0.22,0.95,3.16,-14.56,-55.31,-11.0,3.53,6.68,1.03,-16.12,-119.0,74.5,-2.67,5.92,-3.94,-73.75,-8.44,271.37,-13.89,-16.55,-0.29,-185.06,62.31,116.69,-10.98,-10.24,1.04,-19.06,-58.06,-339.12,-4.69,20.42,-11.75,128.25,-107.44,-283.06,-2.2,8.44,-10.87,78.31,235.81,203.69,-11.25,-12.01,11.63,-35.44,223.44,170.31,-7.85,-10.83,6.7,86.63,-86.25,-185.69,-1.01,7.35,-4.91,34.31,-156.75,-314.94,1.18,8.79,-6.52,29.25,-41.56,46.81,-0.49,-2.24,-2.34,39.13,20.25,67.75,-1.32,-0.83,1.66,-9.44,82.19,13.62,-0.14,-0.03,-0.19,-30.12,61.31,4.0,0.26,0.81,-0.45,-35.69,48.31,29.5,z
3.21,3.6,3.74,-4.69,-67.87,124.38,-6.29,1.3,-0.37,-76.0,-57.0,207.44,-10.2,-12.18,0.0,-249.5,44.81,43.44,-13.84,-3.03,0.28,118.81,-118.69,-320.81,-4.45,15.93,-15.74,132.25,-130.12,-320.81,-0.26,10.23,-15.58,-14.25,261.69,57.56,-10.66,2.0,4.49,-220.19,448.5,147.06,-7.83,-18.52,8.07,-118.69,47.75,14.13,-10.84,-5.32,1.38,51.81,-162.25,-225.75,-4.19,7.02,-3.21,51.44,-187.69,-331.38,2.33,11.11,-9.22,47.31,-103.75,-31.94,-0.32,0.71,-3.03,-19.62,37.38,71.56,-0.58,-1.21,-0.33,21.19,40.31,69.56,-0.69,-1.49,0.33,-24.94,84.75,58.31,-0.23,0.36,0.61,30.06,70.06,55.06,z
-0.45,1.43,2.35,-32.19,-105.19,51.37,3.0,4.54,-3.91,35.94,-158.94,64.12,-1.64,7.57,-9.38,-60.81,124.12,200.13,-11.75,-15.12,6.72,-295.06,104.81,19.94,-13.67,-1.52,2.21,31.75,-167.62,-310.69,-4.14,15.76,-15.43,83.31,-121.25,-303.31,-1.8,8.03,-13.44,71.75,259.12,201.75,-13.75,-11.43,7.81,-211.56,319.62,176.31,-8.47,-12.76,8.67,75.56,-87.62,-206.25,-2.97,9.64,-2.36,-15.75,-207.06,-329.0,2.77,12.23,-9.32,-13.62,-77.87,-10.0,-0.07,-1.83,-2.47,14.19,11.44,76.31,-1.15,-1.4,0.61,19.25,51.44,24.19,-0.98,0.03,0.42,-3.81,69.56,23.31,-0.4,-0.75,-0.15,3.06,49.94,6.69,z
3.33,2.18,1.48,-24.75,-38.75,81.25,0.77,4.53,-0.68,50.25,-53.06,172.75,-6.34,-4.67,1.59,-110.12,59.63,181.5,-13.6,-16.85,6.03,-100.44,-78.19,-151.75,-7.05,7.99,-10.4,-74.69,-149.69,-359.25,5.66,19.49,-17.99,121.62,84.13,13.13,-10.4,11.41,1.16,18.5,465.62,239.44,-16.62,-21.86,11.16,-87.44,75.56,56.94,-11.91,-1.86,2.45,63.25,-151.25,-304.81,-1.6,11.52,-5.61,-6.0,-133.87,-321.69,-0.89,7.28,-5.69,12.56,-25.19,73.69,-0.7,-0.95,-1.36,67.5,28.81,59.69,-0.8,0.28,1.12,-33.5,73.81,53.31,0.37,0.8,0.3,-0.13,46.13,44.94,-0.08,0.3,-0.99,-24.19,43.5,72.19,z
3.94,5.69,1.63,-17.75,-96.56,74.69,-1.98,4.69,-1.91,-30.56,-55.31,218.06,-12.52,-11.2,2.54,-210.94,82.31,116.81,-13.75,-8.37,2.56,34.81,-112.31,-294.5,-2.34,17.34,-11.16,14.38,-90.19,-400.31,2.4,12.01,-13.91,15.31,218.06,164.25,-8.95,-3.03,6.7,-45.19,344.94,228.88,-9.59,-15.07,9.67,-55.44,79.69,53.5,-8.05,-5.1,0.82,6.62,-162.0,-287.06,1.79,20.26,-5.52,64.81,-141.81,-251.37,0.73,1.12,-5.27,-11.25,-53.81,35.31,-0.36,0.17,-1.9,44.69,27.13,25.44,-0.53,-0.13,0.1,46.31,49.44,7.0,-0.08,-0.5,0.79,-9.94,58.31,-6.19,0.09,-0.31,1.07,-30.56,37.94,0.19,z
-0.3,-1.89,1.3,122.0,-11.19,1.87,0.42,5.66,5.85,366.31,-149.62,74.0,1.15,11.29,-6.91,218.5,-160.94,312.38,-16.55,-5.79,-12.01,-121.94,380.75,258.5,-25.73,-5.87,8.43,88.81,457.69,-248.31,-22.78,1.43,16.28,132.06,-6.19,-603.25,-1.6,18.34,-17.18,435.31,-398.13,56.5,-6.94,-1.68,-6.3,172.06,71.25,453.19,-4.97,-10.36,1.56,-117.75,139.44,88.31,1.37,3.96,2.67,120.5,1.94,-80.87,0.05,0.2,-0.49,9.56,-6.75,-22.06,-0.18,-0.47,-1.1,-32.19,11.19,-19.0,-0.44,0.29,-0.24,14.5,42.31,-24.12,-0.47,0.46,0.46,21.06,40.0,-33.25,0.19,-0.34,-0.38,78.06,39.56,-46.19,circleCCW
2.03,0.95,-6.96,8.25,-110.44,113.0,-8.36,-6.94,-9.44,57.88,378.88,75.06,-15.44,-10.26,10.62,-120.5,241.12,-376.69,-14.13,23.23,7.35,264.56,-267.94,-418.25,-1.78,10.73,-15.33,216.31,-250.25,284.62,-8.88,-4.61,0.31,107.19,231.19,357.56,-4.27,-6.0,1.14,3.12,162.37,86.5,-0.43,-2.18,1.15,23.12,69.69,-99.13,0.12,0.97,-0.18,-19.31,15.38,-40.38,0.62,0.52,-0.82,4.12,-1.87,-3.62,0.15,-0.07,-0.94,11.94,3.81,-8.81,-0.22,0.01,-0.13,-10.38,5.0,-11.38,-0.4,-0.17,0.1,-1.19,4.44,-12.75,-0.3,0.16,-0.36,4.44,3.62,-14.87,-0.19,-0.12,-0.18,-4.81,-2.5,-12.75,circleCCW
-0.65,-0.27,2.1,-7.19,-87.75,-16.44,2.96,0.83,1.11,83.56,-159.69,-6.12,-0.88,5.7,-12.62,107.06,-56.25,162.37,-17.16,-15.19,-9.16,-81.94,572.5,10.06,-12.72,-19.22,17.14,-110.06,56.88,-605.25,-2.54,23.92,2.3,366.75,-412.81,-227.38,-8.95,5.33,-11.5,85.62,-186.31,393.12,-10.79,-11.21,-3.02,-10.31,134.81,332.62,0.07,-10.98,3.13,-105.12,113.44,-9.5,-1.15,0.31,4.29,-67.81,66.5,-85.31,-1.09,0.97,-0.34,85.44,2.06,-8.56,-0.49,0.23,-1.41,15.19,22.81,-17.31,-0.4,0.44,-0.67,29.0,53.25,-21.44,-0.23,0.11,0.22,11.06,54.25,-17.87,-0.53,-0.36,0.58,-14.56,40.56,-25.75,circleCCW
-0.24,0.39,7.17,322.19,-129.75,45.94,1.7,3.46,-2.46,212.81,-245.63,158.12,-8.54,-4.92,-11.41,18.69,109.0,231.5,-16.97,-12.82,-2.6,-86.19,484.31,-50.88,-12.96,-14.66,14.14,-49.0,110.63,-500.44,-12.75,21.63,2.04,290.62,-275.87,-283.69,-6.46,3.72,-10.43,204.38,-102.44,364.25,-8.7,-11.15,1.04,-104.38,183.12,252.25,-1.88,-8.76,4.33,25.06,69.69,-8.5,-1.34,1.73,2.78,24.69,-1.12,-37.88,-2.1,-1.33,-1.13,15.38,-14.69,-12.19,-1.42,-1.39,-3.39,63.81,50.31,-43.38,0.04,0.08,-1.46,-12.69,110.69,-99.25,-0.86,1.4,0.75,43.56,108.19,-88.37,-0.29,0.57,2.19,-43.75,77.94,-68.44,circleCCW
-0.53,0.12,4.98,39.88,-74.19,62.69,1.53,1.5,-0.71,168.5,-175.25,119.31,-6.56,-5.44,-11.93,8.44,65.25,179.25,-16.37,-10.02,12.62,-31.75,422.5,-225.56,-19.78,-21.36,22.46,227.5,2.06,-546.25,-6.18,9.83,-16.4,358.56,-356.13,177.25,-13.92,-5.94,-11.19,115.75,135.0,497.13,-8.53,-2.03,2.24,88.44,213.69,163.94,-3.22,-6.17,4.62,-28.0,47.62,-79.12,-1.48,1.98,2.28,-25.37,1.69,-32.31,-1.14,0.84,-1.99,27.44,2.56,-9.25,-1.05,-1.94,-0.77,23.87,36.0,-45.81,-0.4,0.19,0.65,9.31,45.88,-72.94,-1.19,-0.46,-0.73,34.19,47.94,-52.88,-0.52,0.1,0.35,-2.31,44.31,-36.13,circleCCW
-0.45,-0.56,2.66,-22.56,31.0,-47.13,-0.2,-1.26,3.08,-23.75,-4.0,-26.69,0.87,0.35,6.16,151.69,-126.87,21.69,0.48,7.32,-5.13,188.69,-213.94,187.12,-9.13,-3.0,-10.77,-28.62,235.81,218.44,-21.09,-13.61,8.41,-3.69,373.38,-151.63,-0.57,4.64,15.18,-48.69,-120.13,-434.37,-6.43,14.86,1.96,114.37,-230.69,-89.87,-4.72,5.86,-7.92,355.81,-40.38,464.75,-8.16,-0.54,3.73,67.69,109.69,191.94,-3.12,0.19,4.53,88.19,54.69,-52.31,0.12,-0.38,1.27,13.88,16.69,-38.19,-0.01,-0.15,-0.04,-1.25,11.69,-10.75,-0.58,0.31,-0.32,36.63,18.12,-17.06,-1.9,-0.31,0.93,10.06,13.75,-25.19,circleCCW
0.0,-1.47,3.2,148.56,-46.13,-19.5,3.99,2.44,3.29,235.63,-160.37,6.81,-3.29,10.42,-13.87,5.37,-47.75,219.87,-13.79,-8.46,-6.71,-78.06,438.44,203.94,-19.99,-19.63,6.2,-50.94,260.63,-172.81,-5.1,2.7,14.84,131.37,-179.94,-472.87,-4.81,15.73,-11.7,154.25,-386.94,-156.75,-5.18,6.52,-10.64,50.75,109.63,402.06,-10.22,-11.71,-2.79,-145.5,257.94,324.44,-6.28,-6.52,2.81,81.69,104.63,2.94,-0.12,3.84,4.53,-34.63,-13.0,-113.25,-0.95,0.33,-0.34,108.12,-59.63,-14.38,-0.36,0.22,-1.3,34.0,-13.62,0.25,-0.27,-0.39,0.19,16.62,10.19,-21.56,-0.66,-0.19,0.72,38.38,6.62,-32.19,circleCCW
-0.84,-2.8,0.01,-43.63,22.31,-8.69,-4.78,-3.35,2.99,240.87,-42.06,-131.37,1.15,23.08,-4.55,224.69,-288.31,-72.75,-5.34,6.06,-16.98,-39.81,33.13,388.19,-19.89,-10.76,-9.19,-203.12,422.75,357.56,-9.21,-4.93,2.27,94.25,177.56,-167.69,-2.93,-1.24,10.72,-111.5,1.5,-344.37,-1.66,5.38,4.99,144.69,-106.19,-163.25,-1.44,2.06,-3.31,85.81,-106.25,147.25,-3.56,-4.38,-1.41,-51.94,-10.5,132.56,-1.44,-2.7,1.27,25.25,10.69,36.38,-1.48,0.3,1.54,42.38,10.56,-7.0,-1.29,0.99,0.82,24.06,4.56,-9.31,-1.06,-0.18,0.06,21.0,7.5,-1.75,-1.33,-0.04,-0.06,25.25,4.56,-5.69,circleCCW
0.23,-1.15,1.64,-13.75,11.94,-7.0,4.89,3.45,6.6,164.25,-107.19,-26.0,2.97,11.19,-5.65,-43.44,-199.31,85.12,-11.8,-4.51,-13.14,-114.56,286.0,297.75,-18.96,-18.43,-4.74,26.19,395.06,-32.5,-5.32,2.96,15.86,-82.12,-92.88,-392.75,-3.68,10.69,9.19,-148.62,-232.25,-322.31,0.46,10.35,-10.05,383.13,-226.31,198.94,-6.24,-3.53,-2.67,18.19,41.81,274.88,-4.54,-4.91,1.45,11.12,91.56,96.5,-1.7,-1.49,2.65,-4.25,28.94,-16.81,-1.15,1.52,0.77,10.63,9.69,-19.25,-1.54,-1.04,-1.17,41.25,8.44,-31.87,0.27,-1.08,-1.01,77.37,14.5,-78.69,0.67,0.22,0.54,30.81,20.06,-94.31,circleCCW
2.59,-0.64,1.72,54.94,-133.87,19.0,-3.57,10.15,-12.35,71.87,-120.62,127.87,-16.49,-9.32,-5.47,-137.56,496.69,130.63,-17.57,-10.1,9.04,79.87,285.0,-289.06,-0.83,4.65,12.38,199.94,-215.31,-374.62,0.3,14.77,-8.21,170.75,-292.62,20.0,-4.44,3.44,-4.78,109.12,7.44,314.19,-7.56,-5.21,-0.74,-46.75,129.81,244.06,-3.62,-3.04,-0.81,21.31,75.19,75.06,-0.66,-1.32,2.39,-18.56,18.56,-32.81,-0.25,1.16,0.78,36.88,-14.5,-30.75,-0.45,-0.03,-1.23,29.81,-10.19,-14.75,-1.48,0.26,-0.91,39.0,17.31,-28.5,-0.06,-0.21,0.13,74.62,4.31,-55.12,-0.02,1.09,0.65,28.06,4.37,-55.69,circleCCW
