@relation pandasdata
@attribute std0 real
@attribute kur0 real
@attribute skew0 real
@attribute q250 real
@attribute q500 real
@attribute q750 real
@attribute std1 real
@attribute kur1 real
@attribute skew1 real
@attribute q251 real
@attribute q501 real
@attribute q751 real
@attribute std2 real
@attribute kur2 real
@attribute skew2 real
@attribute q252 real
@attribute q502 real
@attribute q752 real
@attribute std3 real
@attribute kur3 real
@attribute skew3 real
@attribute q253 real
@attribute q503 real
@attribute q753 real
@attribute std4 real
@attribute kur4 real
@attribute skew4 real
@attribute q254 real
@attribute q504 real
@attribute q754 real
@attribute std5 real
@attribute kur5 real
@attribute skew5 real
@attribute q255 real
@attribute q505 real
@attribute q755 real
@attribute label{circleCCW,circleCW,downSwap,leftSwap,rightSwap,upSwap}
@data
4.208947725071073,2.8034616519351534,-1.9074471674533564,-0.8200000000000001,-0.29,0.07500000000000001,2.868236059887347,4.910187199894131,-1.958850445769321,-1.48,-0.46,0.009999999999999995,5.995945296615038,7.018597470088255,-1.9680226257518227,-0.365,0.0,0.195,95.86987786031847,5.857058407526632,1.9157909394934551,-17.25,-6.0,45.22,194.01586211539754,5.39403734426281,-2.0365452817067404,-10.030000000000001,26.69,50.845,57.904475129302405,-0.0159215053554691,1.2895913225033182,-14.035,-7.94,39.935,"leftSwap"
3.547942797627675,8.985138568290292,-2.8616065987015773,-1.96,-0.73,-0.495,2.7222880782445453,0.3513017309023194,-1.2925326981944856,-0.88,0.26,0.94,4.526068618885174,3.4736154899491414,-2.0939446783166082,-0.19999999999999998,1.01,1.7,137.93891947766835,0.841368028948196,1.3861637330978285,-69.405,-30.0,54.565,183.01090146296127,4.120136557916421,-2.1910469601553877,-16.905,54.44,86.185,29.893846444345282,1.136269668059712,0.3856318003581296,-12.5,-7.69,-1.935,"leftSwap"
2.032390101287035,2.952818004153146,-1.959070247504539,-0.985,-0.7,-0.385,2.0818414467782627,2.190798010767481,-0.5287887479449559,-0.88,-0.26,0.725,2.6639787643941264,3.0266632123863957,-1.6153805110530357,-0.42500000000000004,0.52,1.2999999999999998,154.56036956785647,2.8450169955553113,1.9433124311680212,-101.94,-67.81,-5.75,163.04803141873202,3.6864563628497367,-2.0755340574640173,16.720000000000002,42.38,65.715,45.81871911077808,-0.17065505133400416,1.2612134315763122,-10.0,-2.25,32.595,"leftSwap"
5.85177246245793,14.34902006096802,-3.7615316224775373,-0.705,-0.16,-0.035,3.799977067599976,6.846173865717103,-2.462827370561527,-3.26,-1.05,-0.285,2.381211576367915,4.762254664797136,-0.9615126402931763,-0.135,0.06,1.15,153.48438075334604,6.481055546708023,2.375433198548285,-88.28,-52.56,14.719999999999999,177.67327834566242,9.206526145268104,-2.885736332117757,14.780000000000001,38.94,55.405,46.6726637439131,5.718619340000028,1.6271113767842829,-18.19,-3.0,5.0600000000000005,"leftSwap"
3.304169804237987,4.701093239704146,-2.2489353780627535,-0.885,-0.2,-0.01,3.261203692474532,3.059987639659158,-1.9697331539044252,-1.745,-0.75,-0.525,5.132834360412244,4.80499471796525,-0.6582446568068517,-1.79,-0.17,0.3,143.4002973696857,3.7444460569005935,2.054890199805615,-63.155,-37.19,9.0,207.5042214533294,7.028362599133026,-2.6540509596885293,23.685,38.69,87.81,43.12952747248688,11.891494711965684,3.290120377851,-0.875,9.69,13.685,"leftSwap"
2.716037554968635,6.201729105564694,-2.5944932366033533,-0.875,-0.59,-0.18,0.9964398531534058,-0.13400192142684864,-0.5346829612661982,-0.815,-0.37,0.36,3.741586498239687,4.228647263834028,-1.3428004983502764,0.019999999999999997,0.36,0.61,130.1239210284163,2.90398129949265,1.804504328855003,-88.41,-65.19,-5.315,173.63813746656334,4.6121058075324965,-2.376908115614722,21.47,56.13,73.245,37.23196780545807,3.190913253087208,1.7257361414465864,-5.654999999999999,13.69,24.25,"leftSwap"
3.4444922218908647,10.507233995050704,-3.1629533398346026,-0.37,-0.07,0.24,3.7893261117185975,7.1242835157700215,1.8781850785223846,-0.685,-0.37,0.3,2.1339281908746424,10.206871105830807,-2.9354969258597516,-0.825,-0.49,0.055,165.2218063694983,6.948203625163564,2.5352031771188557,-91.465,-64.69,-21.655,166.36000969498133,4.077050397686488,-2.2037034034676153,23.935,37.19,80.375,47.26300969801104,5.71052242549366,0.941063982892383,-14.344999999999999,4.12,9.685,"leftSwap"
2.94853183805093,7.801329372126934,-2.771329568546028,-0.7150000000000001,-0.31,0.055,2.2432580472755843,1.4148150824641839,-0.262954015114622,-1.92,-0.33,0.385,5.283008973068645,2.593293745259019,0.12987947708073128,-1.315,0.38,0.935,107.13620462267822,0.11143889381580374,0.8845569287048369,-51.0,-13.19,76.465,170.99474592875097,7.654196538685805,-2.6050099121942236,6.279999999999999,49.69,60.625,31.728742895272195,0.3721567921438709,0.9611567917972261,-9.815,5.12,28.97,"leftSwap"
3.038755541022548,11.93417387955883,-3.372709085826275,-0.8999999999999999,-0.28,-0.115,1.591474907421534,5.7848539641612,-2.0234087513926076,-0.325,0.21,0.565,5.223380769833525,2.9623993541779257,-0.4313058136594011,-0.885,-0.25,0.6900000000000001,108.66197894650838,1.8719110569303359,1.5756090303048793,-85.03,-57.13,15.809999999999999,173.64960875554075,6.750524474802375,-2.6429244727853587,23.875,58.75,69.065,46.80781251437577,0.84388267676671,1.277753779981172,-6.904999999999999,13.06,42.715,"leftSwap"
3.6490927770115813,1.9228803389447195,-1.8340766786440463,-0.675,-0.54,-0.47,2.1031522826009352,-0.4909320899357237,-0.16423174253080008,-2.525,-0.69,0.385,5.82699612231927,6.787501255758136,-0.873721446865856,-0.44999999999999996,-0.25,0.135,142.49595040194083,1.4557235755203655,1.2677698548136866,-61.125,-2.87,52.44,185.93716526212367,7.694712641782789,-2.5736675685457358,2.844999999999999,40.31,93.31,52.13542977760169,-0.2506358443213399,1.157649478473964,-23.625,-9.69,26.720000000000002,"leftSwap"
3.5923996489944208,1.7690850162846088,-1.7701884768678506,-1.525,-0.57,-0.11,4.806439826890982,1.7887461712181567,-1.71506975626036,-1.8499999999999999,-0.19,0.62,3.083601481261497,1.9648258220292814,-1.4165242068598332,-1.355,-0.27,0.355,200.22354315923516,3.175303874601145,1.9308940982693927,-112.745,-47.13,-15.155000000000001,182.92920054595155,7.155974667841211,-2.5869933793766924,18.965,39.69,71.345,35.06936409596327,4.706148979984543,-1.4557303780175397,-14.34,-3.75,13.030000000000001,"leftSwap"
4.600097618011828,5.22489060388092,-2.348438391744443,-2.46,-0.91,-0.195,2.8710074554977747,3.7227693165444,-1.8029069556771435,-1.44,-0.27,0.19,2.7849165158043787,5.945447884710874,1.0602752506864703,-0.175,0.39,0.73,119.9829190144918,4.2593345767184845,1.742664492157385,-98.875,-40.94,32.160000000000004,213.71528281693804,5.145575995429108,-2.3996323413010803,36.155,70.0,97.53,47.58420564290914,2.7671226473056363,-0.3075315288094032,-22.75,-17.75,-9.81,"leftSwap"
4.180351773760308,6.584330224956633,-2.5740041286372493,-1.255,-1.01,-0.78,3.9764788204545747,9.56774590436201,2.7377594246104775,-1.03,-0.57,0.52,4.067934657901032,2.032845048965525,-1.0926673078236477,-0.6950000000000001,0.36,1.06,93.48554613007347,-0.2688638917289685,0.37322384008069104,-123.125,-31.5,14.565000000000001,215.28206187851944,6.795753533957805,-2.591476604286596,4.719999999999999,89.5,96.715,50.80545227583729,1.219861019658417,1.5699055653318508,-13.66,-7.06,17.625,"leftSwap"
4.719793377236924,11.38201737162574,-3.2977109511520535,-1.0499999999999998,-0.61,-0.255,4.899657422426884,5.627710849400329,-1.331775432707501,-1.355,-0.03,1.18,2.9205637094493215,2.7902711139479335,0.011700074203056368,-0.325,0.18,0.66,116.62969962765959,0.04776968352734157,0.3700980950771265,-112.28,-20.12,14.905000000000001,227.41669215027164,3.673233031789823,-2.1866513643788936,24.060000000000002,64.44,102.25,60.08549735486053,3.0008527082898784,1.9259321075581703,-12.185,-3.5,13.094999999999999,"leftSwap"
3.361488757480332,9.04137689669049,-2.9014714705024005,-1.6099999999999999,-0.95,-0.38,3.739409426252072,4.361605521374215,-1.2909602326742369,-1.5950000000000002,-0.57,0.835,3.566865103514102,3.425901767713917,-1.123277691842683,-1.365,0.04,0.96,98.67735004741945,5.6058108750308575,1.7174975628293536,-59.19,-23.31,-12.155000000000001,209.59586758694414,4.157135048702675,-2.133214194652327,27.655,68.94,100.875,59.958557552775765,2.2168091213088204,1.7940748165430969,-6.53,5.75,19.405,"leftSwap"
3.278359491023056,4.228471041248118,-2.1453408143660613,-0.935,-0.2,0.05,3.7901390852730303,11.152185762575616,-3.2036377912434015,-1.8599999999999999,-0.76,-0.1,3.9632354507517262,5.143647909875118,-1.7311240886906534,-1.61,-0.06,0.16999999999999998,207.40347167733123,3.8202057091879063,2.0821333808975955,-89.215,-46.0,-20.405,214.17181905679195,3.781024324863191,-1.9893675789223797,21.810000000000002,64.81,126.345,56.63420176469172,13.21967193896361,3.553507687499519,-13.219999999999999,-5.75,3.5,"leftSwap"
9.665493754786123,7.995422986252554,-2.8371740378555974,-1.455,-0.65,-0.335,4.741637551170129,9.19623455703292,2.5364605177377086,-1.345,-0.47,0.055,4.229504980603805,2.242588724295654,-1.450074948641818,-0.215,0.17,1.275,117.71144788766097,3.823943062250893,1.9258354419179646,-84.84,-66.56,15.875,230.52935730204786,5.650817402505681,-2.48777654300558,49.72,67.31,84.215,44.99124309505235,4.723285356231531,2.0638104577890153,-11.25,-2.87,4.6850000000000005,"leftSwap"
3.0430662794215277,4.357675730920046,-2.1785161919558136,-1.795,-0.46,-0.16499999999999998,1.8366351220175907,-0.22257508857629782,-1.0409719720439505,-2.715,-0.88,-0.275,4.762743807032725,3.381585311988121,-1.4956618276044527,-0.905,0.0,0.475,142.74142808722684,5.662011044220347,2.458750373572089,-63.315,-47.13,-18.0,203.75913626492573,7.0639661530572395,-2.578270228171342,52.435,60.12,72.435,41.64846995417491,1.9848039179798969,1.7333054425518843,-5.970000000000001,0.25,14.465,"leftSwap"
3.391215542713683,1.168088041580103,-1.6415341479849896,-1.3399999999999999,-0.44,-0.21,3.404216852809524,3.740519092059957,-2.183345291790541,-1.5699999999999998,-0.8,0.039999999999999994,3.262062888068574,4.496957423331673,0.5488912220418088,-0.62,-0.43,0.315,144.20718012637235,2.721050954829961,1.864748017152935,-76.965,-44.0,-7.9350000000000005,204.33461501268198,5.34209246565922,-2.298009338506879,41.845,63.44,70.37,45.94604066055042,2.8438909071809313,1.8681463501913504,-24.87,-7.94,6.53,"leftSwap"
2.652097462835963,2.240584243664636,-1.5809592670652304,-2.325,-0.68,-0.55,1.8577462023594484,2.171296655028085,-1.3259321885890867,-2.425,-0.76,0.06,3.1722827892919785,4.437067625588191,0.8933765169755181,-0.6299999999999999,0.51,1.56,114.11502614634477,1.5584025969637363,1.2709529285235228,-68.97,-55.19,44.44,173.78054642894543,2.319312773973979,-1.709466906191433,-45.06,68.56,108.75,46.671467219072426,0.2650029388218229,0.988485815138646,-14.934999999999999,-13.19,15.375,"leftSwap"
4.444610647686005,1.8952597208076645,-1.7667494229306189,-1.99,-0.78,-0.345,1.320545702496113,0.7013723183862268,-1.112871597437011,-2.15,-1.11,-0.5449999999999999,4.4793253105903394,2.960572763555022,-1.41282789264632,-2.635,0.29,1.645,141.0140675758476,5.076634727660362,2.05297072325255,-65.315,-34.63,-3.095,193.27222915827696,4.7001092896355585,-2.1347455603760226,-7.5,61.63,96.5,36.534520270951575,4.306935348597485,2.1592471463355185,-11.625,-5.87,1.375,"leftSwap"
3.4354847166149987,9.327460877325521,-2.9916079834677154,-1.385,-0.74,-0.28,3.909693082583338,12.836381900867973,-3.502707812248311,-0.985,-0.32,0.1,3.4658939615027102,2.2273047014478964,-1.2049515351442783,0.095,0.39,1.2650000000000001,131.4064166549535,0.6449675576198484,0.9344837120644479,-98.905,-37.56,27.189999999999998,198.28524693577418,2.854808558432004,-1.9258254349453985,-1.8450000000000006,53.19,86.19,68.4690563546427,3.6194013874799147,1.9413598719352614,-9.690000000000001,0.5,13.780000000000001,"leftSwap"
2.6295186957746792,0.9857496482474106,-1.61808069181556,-1.54,-0.47,-0.32999999999999996,2.978021554816617,12.218757994247234,-3.343551285877827,-1.47,-0.98,-0.26,2.7043152464867983,1.38564970054201,-1.4771808273069322,-0.775,-0.02,0.345,196.01993461550452,6.334687427196697,2.468588755717214,-86.56,-45.38,-34.965,204.0390635731539,3.507399851310481,-2.035852381691401,40.56,50.56,75.845,68.85440320671134,7.157885923488032,2.5397655281920475,-21.53,1.87,9.53,"leftSwap"
3.9966887484993063,4.343228832692517,-2.318171070893062,-1.28,-0.64,-0.45,3.019531341749829,3.3313411846560026,-0.17733104966562258,-1.325,-0.24,0.335,3.542464167913683,2.972322604530518,-1.795468453625152,0.02,0.34,0.7649999999999999,118.3729697185975,2.000608204545351,1.6025326720860862,-98.97,-63.69,26.715,196.82681426162685,3.517605873688148,-2.081190897078874,-11.405000000000001,51.06,62.595,37.5302249622126,3.33314715046878,1.7550307450011344,2.62,9.06,13.969999999999999,"leftSwap"
2.390372555143016,5.001461338464874,-2.1566689165408985,-1.975,0.02,0.065,3.1206099831069354,1.035633648363337,-1.5793121174590008,-1.475,-0.63,-0.24,3.052475498127162,0.6563515322292748,0.20081655612193225,-1.1,-0.52,0.065,147.9018768096251,1.962901589940655,1.5645470472226108,-51.56,-35.94,-4.095000000000001,175.2375666617287,4.329436280085587,-2.0469703979831593,-6.25,50.31,70.845,32.88224601296485,2.3888791361568202,1.7770196247595742,-0.125,4.5,23.25,"leftSwap"
3.575193234870902,9.012809894220254,-2.8255411757377744,-1.815,-0.62,-0.02,4.079293472906214,4.340809617840979,0.9653140201694899,-1.025,-0.38,0.045000000000000005,2.9991986231245806,3.3650348114047324,-0.09221643786400384,-1.05,-0.29,0.15,138.59952951201666,5.897400146454767,2.295964520288818,-79.815,-60.5,14.685,184.1729068669155,4.115198405132908,-2.309941975653596,47.315,69.44,89.87,42.37927866304475,2.866491136933547,1.6753136231630754,-10.875,-2.25,7.655,"leftSwap"
4.012918069008067,3.561625000109375,-2.0499811750054096,-2.56,-0.87,-0.46499999999999997,2.698685394250848,4.688430521846725,-1.331607387235213,-0.365,0.38,1.3599999999999999,3.0189010930343194,7.204298414596997,-2.2266478227307207,0.034999999999999976,0.59,1.01,101.2406801683611,6.290345514707449,2.2745484630767723,-78.75,-42.75,-5.405,211.9520832461454,4.688671383419126,-2.252123792395091,-6.684999999999999,79.31,99.25,94.19249953963325,2.8803358928678255,1.9361872618780538,-46.815,-18.25,4.9350000000000005,"leftSwap"
3.3248325414329414,2.3316273056121855,-1.875117048519312,-1.1749999999999998,-0.93,-0.535,3.7146560438093763,2.5030325855947257,-1.892881686925049,-1.4300000000000002,-0.44,-0.085,4.182780118988987,2.956358541343728,0.3801629446771446,-0.16999999999999998,0.65,0.915,197.88508218034983,10.35276184950138,3.1474695452073727,-89.97,-67.06,-44.625,186.84517828813196,9.069820181669233,-2.8940522856439306,8.16,59.25,66.685,84.64784215177833,4.67271066201443,2.159259041274206,-18.745,-4.0,28.345000000000002,"leftSwap"
3.599031351164737,1.9055010984664307,-1.832416140220319,-1.065,-0.77,-0.58,1.9238572365606201,4.211717398259112,-1.9997185456105504,-0.825,-0.4,0.21500000000000002,4.4739359469199895,3.897903943692409,-0.09562496322788608,-0.665,-0.27,0.10500000000000001,139.0743947094846,2.9113584553499257,1.8013895471584631,-70.22,-56.0,-15.530000000000001,227.85556247220256,9.595969021312023,-3.0199511619266,47.155,68.19,84.03,51.00324074670811,2.1214008067200503,1.6165269634640465,-9.25,7.69,27.905,"leftSwap"
